id	gene_symbol	complex
Q9NVC6	MED17	Mediator/ARC(activator-recruited cofactor) complex
Q9H944	MED20	Mediator/ARC(activator-recruited cofactor) complex
Q9BTT4	MED10	Mediator/ARC(activator-recruited cofactor) complex
Q93074	MED12	Mediator/ARC(activator-recruited cofactor) complex
O43513	MED7	Mediator/ARC(activator-recruited cofactor) complex
Q9NWA0	MED9	Mediator/ARC(activator-recruited cofactor) complex
Q9UHV7	MED13	Mediator/ARC(activator-recruited cofactor) complex
O95402	MED26	Mediator/ARC(activator-recruited cofactor) complex
Q9NPJ6	MED4	Mediator/ARC(activator-recruited cofactor) complex
Q71SY5	MED25	Mediator/ARC(activator-recruited cofactor) complex
Q9Y3C7	MED31	Mediator/ARC(activator-recruited cofactor) complex
P49336	CDK8	Mediator/ARC(activator-recruited cofactor) complex
Q5JWT2	Q5JWT2	Mediator/ARC(activator-recruited cofactor) complex
Q96G25	MED8	Mediator/ARC(activator-recruited cofactor) complex
Q13503	MED21	Mediator/ARC(activator-recruited cofactor) complex
Q9BUE0	MED18	Mediator/ARC(activator-recruited cofactor) complex
Q15528	MED22	Mediator/ARC(activator-recruited cofactor) complex
Q9BWU1	CDK19	Mediator/ARC(activator-recruited cofactor) complex
P20226	TBP	p300-MDM2-p53 protein complex
P01106	MYC	p300-MDM2-p53 protein complex
Q09472	EP300	p300-MDM2-p53 protein complex
P06400	RB	p300-MDM2-p53 protein complex
P04637	P53	p300-MDM2-p53 protein complex
Q13547	HDAC1	p300-MDM2-p53 protein complex
P08047	SP1	p300-MDM2-p53 protein complex
Q00987	MDM2	p300-MDM2-p53 protein complex
P38398	BRCA1	p300-MDM2-p53 protein complex
P03372	ESR1	p300-MDM2-p53 protein complex
P00519	ABL1	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P09619	PGFRB	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P07333	CSF1R	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P27986	P85A	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P20936	RASA1	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P43405	KSYK	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P22681	CBL	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P01133	EGF	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P21860	ERBB3	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P00533	EGFR	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P46109	CRKL	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P29353	SHC1	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P08069	IGF1R	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P46108	CRK	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
O00459	P85B	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
Q15303	ERBB4	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
Q92569	P55G	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P42684	ABL2	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P04626	ERBB2	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P62993	GRB2	EGF receptor signaling complexes, CSF-1R/Grb2/c-Cbl/Crk-II complex
P17535	JUND	NFAT-Fos-Jun complex
P15407	FOSL1	NFAT-Fos-Jun complex
P53539	FOSB	NFAT-Fos-Jun complex
Q13469	NFAC2	NFAT-Fos-Jun complex
P05412	JUN	NFAT-Fos-Jun complex
P53567	CEBPG	NFAT-Fos-Jun complex
P17676	CEBPB	NFAT-Fos-Jun complex
P15408	FOSL2	NFAT-Fos-Jun complex
P35638	DDIT3	NFAT-Fos-Jun complex
P18848	ATF4	NFAT-Fos-Jun complex
P01100	FOS	NFAT-Fos-Jun complex
Q9NR55	BATF3	NFAT-Fos-Jun complex
P18847	ATF3	NFAT-Fos-Jun complex
Q16520	BATF	NFAT-Fos-Jun complex
Q15744	CEBPE	NFAT-Fos-Jun complex
P17275	JUNB	NFAT-Fos-Jun complex
Q15459	SF3A1	spliceosomal A complex
P26368	U2AF2	spliceosomal A complex
P61981	1433G	spliceosomal A complex
Q15029	U5S1	spliceosomal A complex
Q9BWJ5	SF3B5	spliceosomal A complex
O95400	CD2B2	spliceosomal A complex
Q15428	SF3A2	spliceosomal A complex
Q9UHX1	PUF60	spliceosomal A complex
Q07955	SRSF1	spliceosomal A complex
Q12874	SF3A3	spliceosomal A complex
Q15393	SF3B3	spliceosomal A complex
Q15287	RNPS1	spliceosomal A complex
O75533	SF3B1	spliceosomal A complex
Q8N2W9	PIAS4	Huntington's disease related complex
Q92993	KAT5	Huntington's disease related complex
P08670	VIME	Huntington's disease related complex
Q15047	SETB1	Huntington's disease related complex
P21673	SAT1	Huntington's disease related complex
Q9Y2X7	GIT1	Huntington's disease related complex
Q5T3J3	LRIF1	Huntington's disease related complex
Q99728	BARD1	Huntington's disease related complex
O95251	KAT7	Huntington's disease related complex
Q12873	CHD3	Huntington's disease related complex
O00442	RTCA	ARF6-HLA-B-HLA-C-IMPDH2-MCM3-NUDC-RTCD1 complex
Q9Y266	NUDC	ARF6-HLA-B-HLA-C-IMPDH2-MCM3-NUDC-RTCD1 complex
P62330	ARF6	ARF6-HLA-B-HLA-C-IMPDH2-MCM3-NUDC-RTCD1 complex
P01889	1B07	ARF6-HLA-B-HLA-C-IMPDH2-MCM3-NUDC-RTCD1 complex
P30504	1C04	ARF6-HLA-B-HLA-C-IMPDH2-MCM3-NUDC-RTCD1 complex
P12268	IMDH2	ARF6-HLA-B-HLA-C-IMPDH2-MCM3-NUDC-RTCD1 complex
P30460	1B08	ARF6-HLA-B-HLA-C-IMPDH2-MCM3-NUDC-RTCD1 complex
P25205	MCM3	ARF6-HLA-B-HLA-C-IMPDH2-MCM3-NUDC-RTCD1 complex
Q9NXR8	ING3	TRRAP/TIP60 HAT complex
Q9Y230	RUVB2	TRRAP/TIP60 HAT complex
Q9Y4A5	TRRAP	TRRAP/TIP60 HAT complex
Q9Y265	RUVB1	TRRAP/TIP60 HAT complex
Q9NRQ2	PLS4	TRRAP/TIP60 HAT complex
Q52LR7	EPC2	TRRAP/TIP60 HAT complex
O95619	YETS4	TRRAP/TIP60 HAT complex
Q9UBU8	MO4L1	TRRAP/TIP60 HAT complex
Q9H2F5	EPC1	TRRAP/TIP60 HAT complex
Q15014	MO4L2	TRRAP/TIP60 HAT complex
Q9HAF1	EAF6	TRRAP/TIP60 HAT complex
Q92993	KAT5	TRRAP/TIP60 HAT complex
Q9NPF5	DMAP1	TRRAP/TIP60 HAT complex
O96019	ACL6A	TRRAP/TIP60 HAT complex
O43257	ZNHI1	TRRAP/TIP60 HAT complex
Q9NV56	MRGBP	TRRAP/TIP60 HAT complex
Q15906	VPS72	TRRAP/TIP60 HAT complex
Q9H0E9	BRD8	TRRAP/TIP60 HAT complex
P28065	PSB9	20S proteasome of the 26S proteasome
O60739	EIF1B	20S proteasome of the 26S proteasome
P60900	PSA6	20S proteasome of the 26S proteasome
Q99436	PSB7	20S proteasome of the 26S proteasome
P25789	PSA4	20S proteasome of the 26S proteasome
Q9UET6	TRM7	20S proteasome of the 26S proteasome
P30153	2AAA	20S proteasome of the 26S proteasome
P28070	PSB4	20S proteasome of the 26S proteasome
O14818	PSA7	20S proteasome of the 26S proteasome
P40306	PSB10	20S proteasome of the 26S proteasome
P28074	PSB5	20S proteasome of the 26S proteasome
P20618	PSB1	20S proteasome of the 26S proteasome
P28072	PSB6	20S proteasome of the 26S proteasome
P11171	41	20S proteasome of the 26S proteasome
P49721	PSB2	20S proteasome of the 26S proteasome
P25788	PSA3	20S proteasome of the 26S proteasome
P49720	PSB3	20S proteasome of the 26S proteasome
P25786	PSA1	20S proteasome of the 26S proteasome
P28066	PSA5	20S proteasome of the 26S proteasome
P25787	PSA2	20S proteasome of the 26S proteasome
O43541	SMAD6	Smad protein complex
P12757	SKIL	Smad protein complex
O00231	PSD11	Smad protein complex
P84022	SMAD3	Smad protein complex
Q99717	SMAD5	Smad protein complex
P08621	RU17	Smad protein complex
O15198	SMAD9	Smad protein complex
Q9HAU4	SMUF2	Smad protein complex
Q15796	SMAD2	Smad protein complex
O15105	SMAD7	Smad protein complex
Q15797	SMAD1	Smad protein complex
Q13485	SMAD4	Smad protein complex
Q13153	PAK1	PXN-Nck-PAK-PIX containing complex
Q9Y490	TLN1	PXN-Nck-PAK-PIX containing complex
P16333	NCK1	PXN-Nck-PAK-PIX containing complex
Q07954	LRP1	PXN-Nck-PAK-PIX containing complex
Q14155	ARHG7	PXN-Nck-PAK-PIX containing complex
P49023	PAXI	PXN-Nck-PAK-PIX containing complex
P30533	AMRP	PXN-Nck-PAK-PIX containing complex
P35637	FUS	PXN-Nck-PAK-PIX containing complex
Q15233	NONO	PXN-Nck-PAK-PIX containing complex
P30101	PDIA3	PXN-Nck-PAK-PIX containing complex
P23246	SFPQ	PXN-Nck-PAK-PIX containing complex
Q99459	CDC5L	Origin recognition complex (ORC) 
P20248	CCNA2	Origin recognition complex (ORC) 
Q9UBD5	ORC3	Origin recognition complex (ORC) 
Q99741	CDC6	Origin recognition complex (ORC) 
P38936	CDN1A	Origin recognition complex (ORC) 
P06493	CDK1	Origin recognition complex (ORC) 
Q13415	ORC1	Origin recognition complex (ORC) 
Q13416	ORC2	Origin recognition complex (ORC) 
Q9H211	CDT1	Origin recognition complex (ORC) 
O43929	ORC4	Origin recognition complex (ORC) 
Q9Y5N6	ORC6	Origin recognition complex (ORC) 
P78396	CCNA1	Origin recognition complex (ORC) 
O43913	ORC5	Origin recognition complex (ORC) 
P24941	CDK2	Origin recognition complex (ORC) 
P12004	PCNA	Origin recognition complex (ORC) 
P02787	TRFE	ALB-APOA1-CTSL1-IGHA1-IGHG1-IGHM-KRT1-KRT9-TF-TTR containing complex
P02766	TTHY	ALB-APOA1-CTSL1-IGHA1-IGHG1-IGHM-KRT1-KRT9-TF-TTR containing complex
P02647	APOA1	ALB-APOA1-CTSL1-IGHA1-IGHG1-IGHM-KRT1-KRT9-TF-TTR containing complex
P01834	IGKC	ALB-APOA1-CTSL1-IGHA1-IGHG1-IGHM-KRT1-KRT9-TF-TTR containing complex
P02768	ALBU	ALB-APOA1-CTSL1-IGHA1-IGHG1-IGHM-KRT1-KRT9-TF-TTR containing complex
P35527	K1C9	ALB-APOA1-CTSL1-IGHA1-IGHG1-IGHM-KRT1-KRT9-TF-TTR containing complex
P07711	CATL1	ALB-APOA1-CTSL1-IGHA1-IGHG1-IGHM-KRT1-KRT9-TF-TTR containing complex
P01876	IGHA1	ALB-APOA1-CTSL1-IGHA1-IGHG1-IGHM-KRT1-KRT9-TF-TTR containing complex
Q9UMX0	UBQL1	DAZAP2-GKAP1-HGS-STAM2-UBQLN1-UBQLN4 complex
Q5VSY0	GKAP1	DAZAP2-GKAP1-HGS-STAM2-UBQLN1-UBQLN4 complex
O75886	STAM2	DAZAP2-GKAP1-HGS-STAM2-UBQLN1-UBQLN4 complex
Q15038	DAZP2	DAZAP2-GKAP1-HGS-STAM2-UBQLN1-UBQLN4 complex
Q9NRR5	UBQL4	DAZAP2-GKAP1-HGS-STAM2-UBQLN1-UBQLN4 complex
O14964	HGS	DAZAP2-GKAP1-HGS-STAM2-UBQLN1-UBQLN4 complex
P07910	HNRPC	CCDC33-CCDC85B-FXR2-LDOC1-MCRS1 containing complex
Q96EZ8	MCRS1	CCDC33-CCDC85B-FXR2-LDOC1-MCRS1 containing complex
O95751	LDOC1	CCDC33-CCDC85B-FXR2-LDOC1-MCRS1 containing complex
P51116	FXR2	CCDC33-CCDC85B-FXR2-LDOC1-MCRS1 containing complex
Q86SE5	RALYL	CCDC33-CCDC85B-FXR2-LDOC1-MCRS1 containing complex
Q15834	CC85B	CCDC33-CCDC85B-FXR2-LDOC1-MCRS1 containing complex
Q9BQ66	KR412	EFEMP2-KRTAP4-12-PLSCR1-RERE-SPRY2 containing complex
Q9P2R6	RERE	EFEMP2-KRTAP4-12-PLSCR1-RERE-SPRY2 containing complex
O76003	GLRX3	EFEMP2-KRTAP4-12-PLSCR1-RERE-SPRY2 containing complex
O43597	SPY2	EFEMP2-KRTAP4-12-PLSCR1-RERE-SPRY2 containing complex
O15162	PLS1	EFEMP2-KRTAP4-12-PLSCR1-RERE-SPRY2 containing complex
O95967	FBLN4	EFEMP2-KRTAP4-12-PLSCR1-RERE-SPRY2 containing complex
Q9BXH1	BBC3	BAK1-BBC3-BCL2-BCL2L1-BID-MCL1 apoptosis complex
P55957	BID	BAK1-BBC3-BCL2-BCL2L1-BID-MCL1 apoptosis complex
Q16611	BAK	BAK1-BBC3-BCL2-BCL2L1-BID-MCL1 apoptosis complex
Q07817	B2CL1	BAK1-BBC3-BCL2-BCL2L1-BID-MCL1 apoptosis complex
Q07820	MCL1	BAK1-BBC3-BCL2-BCL2L1-BID-MCL1 apoptosis complex
P10415	BCL2	BAK1-BBC3-BCL2-BCL2L1-BID-MCL1 apoptosis complex
Q07812	BAX	BAK1-BBC3-BCL2-BCL2L1-BID-MCL1 apoptosis complex
Q9NX58	LYAR	CSH1-PRKAB1-RPL3 containing complex
P39023	RL3	CSH1-PRKAB1-RPL3 containing complex
P56537	IF6	CSH1-PRKAB1-RPL3 containing complex
Q13347	EIF3I	CSH1-PRKAB1-RPL3 containing complex
Q9Y478	AAKB1	CSH1-PRKAB1-RPL3 containing complex
P01241	SOMA	CSH1-PRKAB1-RPL3 containing complex
Q13158	FADD	apoptosis-inducing signaling complex
P25445	TNR6	apoptosis-inducing signaling complex
Q9HAV5	TNR27	apoptosis-inducing signaling complex
Q92851	CASPA	apoptosis-inducing signaling complex
Q8N488	RYBP	apoptosis-inducing signaling complex
P48023	TNFL6	apoptosis-inducing signaling complex
Q14790	CASP8	apoptosis-inducing signaling complex
P50591	TNF10	apoptosis-inducing signaling complex
O15519	CFLAR	apoptosis-inducing signaling complex
Q9UBE0	SAE1	SUMO1 activation complex
Q9UER7	DAXX	SUMO1 activation complex
Q99497	PARK7	SUMO1 activation complex
P63165	SUMO1	SUMO1 activation complex
P04637	P53	SUMO1 activation complex
P63279	UBC9	SUMO1 activation complex
P10275	ANDR	SUMO1 activation complex
Q9UBT2	SAE2	SUMO1 activation complex
O75925	PIAS1	SUMO1 activation complex
P10243	MYBA	DREAM complex
Q15329	E2F5	DREAM complex
Q6MZP7	LIN54	DREAM complex
Q14186	TFDP1	DREAM complex
P06400	RB	DREAM complex
Q16254	E2F4	DREAM complex
Q96GY3	LIN37	DREAM complex
P10244	MYBB	DREAM complex
Q5TKA1	LIN9	DREAM complex
Q09028	RBBP4	DREAM complex
Q14188	TFDP2	DREAM complex
Q08999	RBL2	DREAM complex
O15117	FYB	PAK2-SRC complex
P61978	HNRPK	PAK2-SRC complex
P27986	P85A	PAK2-SRC complex
P08631	HCK	PAK2-SRC complex
P12931	SRC	PAK2-SRC complex
Q13177	PAK2	PAK2-SRC complex
Q07666	KHDR1	PAK2-SRC complex
P06241	FYN	PAK2-SRC complex
Q12933	TRAF2	TNF receptor-1 signaling complex
P20333	TNR1B	TNF receptor-1 signaling complex
P19438	TNR1A	TNF receptor-1 signaling complex
Q15628	TRADD	TNF receptor-1 signaling complex
P23396	RS3	TNF receptor-1 signaling complex
Q14257	RCN2	TNF receptor-1 signaling complex
Q13077	TRAF1	TNF receptor-1 signaling complex
P31689	DNJA1	TNF receptor-1 signaling complex
P01375	TNFA	TNF receptor-1 signaling complex
Q13546	RIPK1	TNF receptor-1 signaling complex
P27708	PYR1	TNF receptor-1 signaling complex
Q9NYB9	ABI2	ABI2-EXOC8-FAM107A-KRT15-KRT19-KRT20-PCM1-USHBP1 complex
P19012	K1C15	ABI2-EXOC8-FAM107A-KRT15-KRT19-KRT20-PCM1-USHBP1 complex
P08727	K1C19	ABI2-EXOC8-FAM107A-KRT15-KRT19-KRT20-PCM1-USHBP1 complex
Q8IYI6	EXOC8	ABI2-EXOC8-FAM107A-KRT15-KRT19-KRT20-PCM1-USHBP1 complex
Q8N6Y0	USBP1	ABI2-EXOC8-FAM107A-KRT15-KRT19-KRT20-PCM1-USHBP1 complex
P35900	K1C20	ABI2-EXOC8-FAM107A-KRT15-KRT19-KRT20-PCM1-USHBP1 complex
O95990	F107A	ABI2-EXOC8-FAM107A-KRT15-KRT19-KRT20-PCM1-USHBP1 complex
Q9NWB1	RFOX1	ATXN1-CCNK-DAZAP2-QKI-RBM9-RBPMS-TOLLIP containing complex
Q96PU8	QKI	ATXN1-CCNK-DAZAP2-QKI-RBM9-RBPMS-TOLLIP containing complex
O75909	CCNK	ATXN1-CCNK-DAZAP2-QKI-RBM9-RBPMS-TOLLIP containing complex
O43251	RFOX2	ATXN1-CCNK-DAZAP2-QKI-RBM9-RBPMS-TOLLIP containing complex
P54253	ATX1	ATXN1-CCNK-DAZAP2-QKI-RBM9-RBPMS-TOLLIP containing complex
Q9H0E2	TOLIP	ATXN1-CCNK-DAZAP2-QKI-RBM9-RBPMS-TOLLIP containing complex
Q9BQY4	RHXF2	ATXN1-CCNK-DAZAP2-QKI-RBM9-RBPMS-TOLLIP containing complex
Q93062	RBPMS	ATXN1-CCNK-DAZAP2-QKI-RBM9-RBPMS-TOLLIP containing complex
Q15038	DAZP2	ATXN1-CCNK-DAZAP2-QKI-RBM9-RBPMS-TOLLIP containing complex
Q15291	RBBP5	CUL4-DDB1-ROC1 ubiquitin E3 ligase complex
Q15714	T22D1	CUL4-DDB1-ROC1 ubiquitin E3 ligase complex
Q04725	TLE2	CUL4-DDB1-ROC1 ubiquitin E3 ligase complex
Q92466	DDB2	CUL4-DDB1-ROC1 ubiquitin E3 ligase complex
Q8NHY2	RFWD2	CUL4-DDB1-ROC1 ubiquitin E3 ligase complex
P61964	WDR5	CUL4-DDB1-ROC1 ubiquitin E3 ligase complex
Q9Y2Q3	GSTK1	CUL4-DDB1-ROC1 ubiquitin E3 ligase complex
P62877	RBX1	CUL4-DDB1-ROC1 ubiquitin E3 ligase complex
Q13620	CUL4B	CUL4-DDB1-ROC1 ubiquitin E3 ligase complex
Q13619	CUL4A	CUL4-DDB1-ROC1 ubiquitin E3 ligase complex
Q86VZ2	WDR5B	CUL4-DDB1-ROC1 ubiquitin E3 ligase complex
Q16531	DDB1	CUL4-DDB1-ROC1 ubiquitin E3 ligase complex
P62195	PRS8	19S proteasome of the 26S proteasome
Q9UNM6	PSD13	19S proteasome of the 26S proteasome
O75832	PSD10	19S proteasome of the 26S proteasome
P17980	PRS6A	19S proteasome of the 26S proteasome
P48556	PSMD8	19S proteasome of the 26S proteasome
Q5VWC4	Q5VWC4	19S proteasome of the 26S proteasome
Q16401	PSMD5	19S proteasome of the 26S proteasome
P62333	PRS10	19S proteasome of the 26S proteasome
Q15008	PSMD6	19S proteasome of the 26S proteasome
Q13200	PSMD2	19S proteasome of the 26S proteasome
P43686	PRS6B	19S proteasome of the 26S proteasome
O00232	PSD12	19S proteasome of the 26S proteasome
P55036	PSMD4	19S proteasome of the 26S proteasome
Q99460	PSMD1	19S proteasome of the 26S proteasome
P35998	PRS7	19S proteasome of the 26S proteasome
P62191	PRS4	19S proteasome of the 26S proteasome
O43242	PSMD3	19S proteasome of the 26S proteasome
P51665	PSMD7	19S proteasome of the 26S proteasome
P60896	DSS1	19S proteasome of the 26S proteasome
O00487	PSDE	19S proteasome of the 26S proteasome
Q9BRP4	PAAF1	19S proteasome of the 26S proteasome
O00231	PSD11	19S proteasome of the 26S proteasome
Q96MT8	CEP63	Disrupted-In-Schizophrenia 1 - Spectrin complex
Q01082	SPTB2	Disrupted-In-Schizophrenia 1 - Spectrin complex
Q9UKE5	TNIK	Disrupted-In-Schizophrenia 1 - Spectrin complex
Q9NV70	EXOC1	Disrupted-In-Schizophrenia 1 - Spectrin complex
Q13813	SPTN1	Disrupted-In-Schizophrenia 1 - Spectrin complex
Q16637	SMN	Spliceosome/splicing (Sm core) complex
Q08211	DHX9	Spliceosome/splicing (Sm core) complex
P62306	RUXF	Spliceosome/splicing (Sm core) complex
Q9UHI6	DDX20	Spliceosome/splicing (Sm core) complex
P62318	SMD3	Spliceosome/splicing (Sm core) complex
O14893	GEMI2	Spliceosome/splicing (Sm core) complex
Q9Y3F4	STRAP	Spliceosome/splicing (Sm core) complex
P14678	RSMB	Spliceosome/splicing (Sm core) complex
Q8TEQ6	GEMI5	Spliceosome/splicing (Sm core) complex
P62316	SMD2	Spliceosome/splicing (Sm core) complex
P62314	SMD1	Spliceosome/splicing (Sm core) complex
Q8WXD5	GEMI6	Spliceosome/splicing (Sm core) complex
Q9H840	GEMI7	Spliceosome/splicing (Sm core) complex
P57678	GEMI4	Spliceosome/splicing (Sm core) complex
P62308	RUXG	Spliceosome/splicing (Sm core) complex
P62304	RUXE	Spliceosome/splicing (Sm core) complex
Q15287	RNPS1	Spliceosome/splicing (Sm core) complex
P33992	MCM5	MCM complex
Q14566	MCM6	MCM complex
P33991	MCM4	MCM complex
Q7L590	MCM10	MCM complex
P33993	MCM7	MCM complex
P25205	MCM3	MCM complex
P49736	MCM2	MCM complex
Q08945	SSRP1	MCM complex
Q9Y5N6	ORC6	MCM complex
Q9UBD5	ORC3	MCM complex
O43929	ORC4	MCM complex
Q9HAU5	RENT2	Exosome
P26651	TTP	Exosome
Q9NQT5	EXOS3	Exosome
Q15024	EXOS7	Exosome
Q01780	EXOSX	Exosome
Q06265	EXOS9	Exosome
Q8IZH2	XRN1	Exosome
Q9Y3B2	EXOS1	Exosome
Q9NQT4	EXOS5	Exosome
O77932	DXO	Exosome
Q13868	EXOS2	Exosome
Q9H0D6	XRN2	Exosome
Q9Y2L1	RRP44	Exosome
Q9NPD3	EXOS4	Exosome
Q5RKV6	EXOS6	Exosome
Q96B26	EXOS8	Exosome
P35222	CTNB1	cadherin-catenin complex
P49768	PSN1	cadherin-catenin complex
P52565	GDIR1	cadherin-catenin complex
P12830	CADH1	cadherin-catenin complex
P35221	CTNA1	cadherin-catenin complex
Q7Z5K2	WAPL	Cohesin complex
Q29RF7	PDS5A	Cohesin complex
O60216	RAD21	Cohesin complex
Q14683	SMC1A	Cohesin complex
Q8WVM7	STAG1	Cohesin complex
Q9UQE7	SMC3	Cohesin complex
Q9NTI5	PDS5B	Cohesin complex
Q8N3U4	STAG2	Cohesin complex
P01106	MYC	Cohesin complex
Q04917	1433F	PAR protein complex
Q96L34	MARK4	PAR protein complex
Q8ND90	PNMA1	PAR protein complex
Q9NPB6	PAR6A	PAR protein complex
P63000	RAC1	PAR protein complex
Q8TEW0	PARD3	PAR protein complex
Q9BYG5	PAR6B	PAR protein complex
Q05513	KPCZ	PAR protein complex
P60953	CDC42	PAR protein complex
Q9Y5J5	PHLA3	HNRPM-NUP205-NUP93-PHLDA3-RFXANK containing complex
Q8N1F7	NUP93	HNRPM-NUP205-NUP93-PHLDA3-RFXANK containing complex
O14593	RFXK	HNRPM-NUP205-NUP93-PHLDA3-RFXANK containing complex
Q92621	NU205	HNRPM-NUP205-NUP93-PHLDA3-RFXANK containing complex
